split,class,image_id,label,lesion_hue_deg,lesion_sat,lesion_val,lesion_frac_of_image,leaf_frac_of_image,lesion_frac_of_leaf,mask_frac_on_margin,mask_frac_on_paper,n_components,median_component_px,n_arms,n_arms_wrong,n_pair_confused,C1_pred,C2_pred,C4_pred,R0_pred,R1_pred,R2_pred,R3_pred,TLA_pred,p_colour_global_mean,p_colour_lesion_colour,p_colour_lesion_all
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_9.jpg,1,28.35,0.4845,0.3831,0.04253,0.27376,0.15529,0.1462,0.0005,19,18.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5752,0.4873,0.8822
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_a.jpg,1,37.18,0.5214,0.3773,0.0126,0.34371,0.03647,0.0237,0.0047,6,11.0,8,3,0,Gray Blight,Gray Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Gray Blight,0.5704,0.5028,0.4267
test,Tea algal leaf spot,Tea algal leaf spot/UNADJUSTEDNONRAW_thumb_b.jpg,1,30.81,0.4381,0.3266,0.04038,0.26407,0.15253,0.1974,0.0025,7,18.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5776,0.4843,0.2275
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00005.jpg,1,39.63,0.4326,0.455,0.06027,0.35603,0.16917,0.1164,0.0007,118,11.0,8,1,1,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5757,0.5076,0.7856
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00008.jpg,1,39.19,0.4042,0.5155,0.03159,0.29261,0.10748,0.1325,0.0044,60,12.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5633,0.5075,0.7526
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00025.jpg,1,42.33,0.5362,0.3856,0.01086,0.35244,0.03031,0.1266,0.0165,23,11.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5657,0.5153,0.9535
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00028.jpg,1,37.05,0.4182,0.5241,0.03021,0.23567,0.12761,0.2467,0.0046,49,8.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.575,0.5011,0.6295
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00042.jpg,1,38.21,0.3576,0.4952,0.06407,0.25743,0.24859,0.0796,0.0012,86,17.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5466,0.5022,0.4037
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00045.jpg,1,37.97,0.559,0.3075,0.02182,0.47054,0.04621,0.2393,0.0037,25,25.0,8,1,1,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.507,0.4992,0.6555
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00047.jpg,1,41.93,0.5306,0.3979,0.02073,0.52978,0.03901,0.1202,0.0029,46,11.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5439,0.5157,0.8359
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00048.jpg,1,40.12,0.6352,0.306,0.06627,0.36739,0.18026,0.0866,0.0006,93,14.0,8,3,3,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,0.5369,0.5071,0.6929
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00049.jpg,1,40.47,0.4069,0.5356,0.03831,0.31748,0.12065,0.1441,0.0,36,12.0,8,2,2,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5765,0.5096,0.6056
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00050.jpg,1,38.63,0.3068,0.5909,0.0393,0.44792,0.08663,0.143,0.0127,58,18.0,8,5,5,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,0.5314,0.5006,0.1608
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00053.jpg,1,40.74,0.4956,0.3612,0.01525,0.27625,0.05461,0.1817,0.0105,36,11.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5416,0.5087,0.6251
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00055.jpg,1,37.14,0.4233,0.5887,0.0176,0.31987,0.05458,0.1586,0.0079,36,17.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5541,0.5024,0.3137
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00059.jpg,1,39.71,0.5066,0.3706,0.024,0.31168,0.07654,0.142,0.0058,43,16.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5226,0.5057,0.8478
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00065.jpg,1,41.01,0.4965,0.4103,0.01582,0.35676,0.04346,0.1625,0.0202,33,10.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5419,0.5109,0.7342
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00067.jpg,1,38.83,0.5923,0.326,0.03175,0.37229,0.08501,0.2222,0.0031,29,24.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5434,0.5037,0.5338
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00075.jpg,1,40.28,0.4343,0.3942,0.0634,0.1979,0.31883,0.1292,0.0047,59,18.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5525,0.5071,0.7911
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00077.jpg,1,41.44,0.4031,0.3418,0.02266,0.15804,0.13909,0.1609,0.0299,53,11.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5331,0.5055,0.6135
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00078.jpg,1,43.99,0.6195,0.3138,0.01264,0.24334,0.05168,0.2413,0.0047,27,10.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5347,0.5195,0.881
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00080.jpg,1,42.09,0.578,0.3448,0.02037,0.28107,0.07247,0.0656,0.0,28,16.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.523,0.5146,0.6267
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00087.jpg,1,38.15,0.3852,0.2927,0.00538,0.17712,0.03038,0.3481,0.0,17,10.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4402,0.4934,0.53
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00092.jpg,1,42.62,0.4738,0.4032,0.00299,0.23041,0.01237,0.26,0.0467,17,6.0,8,2,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Green mirid bug,Green mirid bug,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4518,0.5171,0.9758
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00097.jpg,1,38.3,0.7008,0.4157,0.11533,0.99556,0.11585,0.02,0.0,8,30.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5045,0.5155,0.9071
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00106.jpg,1,44.73,0.8116,0.4102,0.05869,0.23964,0.24468,0.0757,0.001,14,15.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4921,0.5378,0.9339
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00107.jpg,1,43.15,0.5937,0.4004,0.01289,0.18104,0.07067,0.1685,0.0077,55,7.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.425,0.5205,0.9411
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00110.jpg,1,45.44,0.7891,0.5018,0.06178,0.32017,0.19297,0.0565,0.0,24,13.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4771,0.5392,0.9421
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00143.jpg,1,41.8,0.4103,0.4179,0.04598,0.35409,0.12985,0.1257,0.0,45,14.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5384,0.5129,0.1741
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00151.jpg,1,37.73,0.4714,0.2446,0.01459,0.29925,0.04829,0.306,0.0096,30,9.0,8,1,1,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4328,0.4929,0.5072
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00156.jpg,1,40.78,0.5833,0.3159,0.04408,0.16241,0.26997,0.1854,0.0054,31,27.0,8,3,3,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Brown Blight,Brown Blight,Tea algal leaf spot,0.4317,0.5088,0.6748
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00175.jpg,1,35.96,0.4819,0.2546,0.0273,0.23264,0.11728,0.2672,0.0007,33,23.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4162,0.4891,0.3862
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00189.jpg,1,37.15,0.4818,0.2371,0.01487,0.15131,0.09642,0.2601,0.0188,43,7.0,8,8,8,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,Brown Blight,0.4321,0.4918,0.416
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00195.jpg,1,40.54,0.5808,0.3648,0.0443,0.31977,0.13855,0.0351,0.0,25,16.0,8,6,1,Red spider,Brown Blight,Red spider,Red spider,Tea algal leaf spot,Red spider,Tea algal leaf spot,Red spider,0.4526,0.51,0.6354
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00198.jpg,1,45.76,0.446,0.3735,0.04193,0.33622,0.12472,0.0775,0.0,77,11.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5064,0.5216,0.9609
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00202.jpg,1,43.58,0.4086,0.3689,0.00638,0.28524,0.02236,0.3594,0.0,31,6.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4487,0.514,0.947
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00203.jpg,1,44.76,0.6221,0.2783,0.04257,0.24105,0.1766,0.0524,0.0,74,13.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4901,0.5202,0.8471
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00235.jpg,1,41.26,0.7019,0.4352,0.01184,0.29395,0.04014,0.1077,0.0034,38,7.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5106,0.5219,0.792
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00253.jpg,1,37.58,0.5467,0.3934,0.04426,0.24322,0.18183,0.0639,0.0009,48,31.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.526,0.5039,0.8992
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00273.jpg,1,42.69,0.5857,0.3417,0.01222,0.3683,0.0329,0.2414,0.0082,18,21.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5072,0.5163,0.7654
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00280.jpg,1,43.54,0.5784,0.3833,0.01114,0.08472,0.13126,0.3542,0.0018,19,14.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4788,0.5231,0.8767
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00283.jpg,1,40.06,0.5739,0.3588,0.01349,0.16448,0.0813,0.4387,0.0089,21,11.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4618,0.5092,0.5939
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00287.jpg,1,42.7,0.5743,0.3577,0.00827,0.28763,0.02682,0.1229,0.0675,21,13.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4904,0.5166,0.8403
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00290.jpg,1,42.52,0.5764,0.3303,0.00961,0.30076,0.03048,0.4046,0.0456,22,12.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4918,0.5138,0.8771
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00311.jpg,1,44.8,0.5229,0.3249,0.00472,0.1531,0.03085,0.2827,0.0,14,8.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4853,0.5203,0.9705
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00313.jpg,1,40.07,0.5042,0.3545,0.01895,0.17295,0.10878,0.1104,0.0074,17,22.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4933,0.5051,0.4836
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00317.jpg,1,39.48,0.576,0.4968,0.01851,0.40448,0.04577,0.0764,0.0,41,13.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4926,0.5129,0.9215
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00325.jpg,1,38.48,0.5392,0.4089,0.02089,0.31928,0.06429,0.3244,0.0172,24,15.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.541,0.5055,0.5102
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00326.jpg,1,38.75,0.3977,0.4451,0.01923,0.32165,0.05948,0.1503,0.0052,47,13.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4711,0.5034,0.7442
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00327.jpg,1,36.02,0.4191,0.4047,0.08273,0.31354,0.26341,0.1226,0.0017,93,24.0,8,1,1,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Brown Blight,Tea algal leaf spot,Tea algal leaf spot,0.5027,0.4942,0.3484
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00356.jpg,1,37.8,0.4954,0.376,0.02039,0.29474,0.06829,0.2053,0.0127,28,27.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5636,0.5005,0.7873
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00360.jpg,1,41.29,0.5909,0.3638,0.04931,0.28741,0.17142,0.114,0.0008,47,26.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5401,0.5143,0.8856
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00366.jpg,1,38.91,0.4654,0.3464,0.02581,0.24247,0.10628,0.1846,0.0015,32,8.5,8,3,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Gray Blight,Gray Blight,Gray Blight,Tea algal leaf spot,Tea algal leaf spot,0.5076,0.5011,0.5938
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00370.jpg,1,42.35,0.6082,0.3363,0.01274,0.21373,0.05959,0.1111,0.0,15,13.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.3701,0.5167,0.6082
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00371.jpg,1,39.21,0.5811,0.3853,0.03795,0.17718,0.21327,0.2416,0.0042,67,13.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5187,0.5084,0.7121
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00376.jpg,1,35.23,0.5731,0.294,0.01917,0.17815,0.10728,0.1705,0.0031,14,29.5,8,3,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Gray Blight,Tea algal leaf spot,Gray Blight,Gray Blight,Tea algal leaf spot,0.5248,0.4928,0.5477
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00381.jpg,1,36.18,0.4507,0.3431,0.02597,0.31601,0.08199,0.1259,0.0023,24,38.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5103,0.4939,0.7076
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00386.jpg,1,38.02,0.3663,0.3776,0.01096,0.2851,0.03838,0.1091,0.0018,30,10.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5692,0.5006,0.8591
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00394.jpg,1,40.71,0.4374,0.4278,0.0111,0.25965,0.04245,0.0898,0.0072,15,17.0,8,2,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Green mirid bug,Green mirid bug,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4492,0.5097,0.5279
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00405.jpg,1,41.08,0.523,0.3918,0.02101,0.18882,0.11083,0.129,0.0038,34,20.0,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.4897,0.5136,0.9359
test,Tea algal leaf spot,Tea algal leaf spot/tea_algal_leaf_spot_00411.jpg,1,40.95,0.5228,0.3281,0.04424,0.23724,0.18632,0.1072,0.0009,30,12.5,8,0,0,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,Tea algal leaf spot,0.5013,0.51,0.7843
